,year,title,author,abstract,link,pdf,name
1570,2017,Learning Determinantal Point Processes with Moments and Cycles,"John Urschel,         Victor-Emmanuel Brunel,         Ankur Moitra,         Philippe Rigollet","Determinantal Point Processes (DPPs) are a family of probabilistic models that have a repulsive behavior, and lend themselves naturally to many tasks in machine learning where returning a diverse set of objects is important. While there are fast algorithms for sampling, marginalization and conditioning, much less is known about learning the parameters of a DPP. Our contribution is twofold: (i) we establish the optimal sample complexity achievable in this problem and show that it is governed by a natural parameter, which we call the cycle sparsity; (ii) we propose a provably fast combinatorial algorithm that implements the method of moments efficiently and achieves optimal sample complexity. Finally, we give experimental results that confirm our theoretical findings.",http://proceedings.mlr.press/v70/urschel17a.html,http://proceedings.mlr.press/v70/urschel17a/urschel17a.pdf,ICML
1571,2017,DeepBach: a Steerable Model for Bach Chorales Generation,"Gaëtan Hadjeres,         François Pachet,         Frank Nielsen","This paper introduces DeepBach, a graphical model aimed at modeling polyphonic music and specifically hymn-like pieces. We claim that, after being trained on the chorale harmonizations by Johann Sebastian Bach, our model is capable of generating highly convincing chorales in the style of Bach. DeepBach’s strength comes from the use of pseudo-Gibbs sampling coupled with an adapted representation of musical data. This is in contrast with many automatic music composition approaches which tend to compose music sequentially. Our model is also steerable in the sense that a user can constrain the generation by imposing positional constraints such as notes, rhythms or cadences in the generated score. We also provide a plugin on top of the MuseScore music editor making the interaction with DeepBach easy to use.",http://proceedings.mlr.press/v70/hadjeres17a.html,http://proceedings.mlr.press/v70/hadjeres17a/hadjeres17a.pdf,ICML
1572,2017,Deep Generative Models for Relational Data with Side Information,"Changwei Hu,         Piyush Rai,         Lawrence Carin","We present a probabilistic framework for overlapping community discovery and link prediction for relational data, given as a graph. The proposed framework has: (1) a deep architecture which enables us to infer multiple layers of latent features/communities for each node, providing superior link prediction performance on more complex networks and better interpretability of the latent features; and (2) a regression model which allows directly conditioning the node latent features on the side information available in form of node attributes. Our framework handles both (1) and (2) via a clean, unified model, which enjoys full local conjugacy via data augmentation, and facilitates efficient inference via closed form Gibbs sampling. Moreover, inference cost scales in the number of edges which is attractive for massive but sparse networks. Our framework is also easily extendable to model weighted networks with count-valued edges. We compare with various state-of-the-art methods and report results, both quantitative and qualitative, on several benchmark data sets.",http://proceedings.mlr.press/v70/hu17d.html,http://proceedings.mlr.press/v70/hu17d/hu17d.pdf,ICML
1573,2017,Differentiable Programs with Neural Libraries,"Alexander L. Gaunt,         Marc Brockschmidt,         Nate Kushman,         Daniel Tarlow","We develop a framework for combining differentiable programming languages with neural networks. Using this framework we create end-to-end trainable systems that learn to write interpretable algorithms with perceptual components. We explore the benefits of inductive biases for strong generalization and modularity that come from the program-like structure of our models. In particular, modularity allows us to learn a library of (neural) functions which grows and improves as more tasks are solved. Empirically, we show that this leads to lifelong learning systems that transfer knowledge to new tasks more effectively than baselines.",http://proceedings.mlr.press/v70/gaunt17a.html,http://proceedings.mlr.press/v70/gaunt17a/gaunt17a.pdf,ICML
1574,2017,Adaptive Neural Networks for Efficient Inference,"Tolga Bolukbasi,         Joseph Wang,         Ofer Dekel,         Venkatesh Saligrama","We present an approach to adaptively utilize deep neural networks in order to reduce the evaluation time on new examples without loss of accuracy. Rather than attempting to redesign or approximate existing networks, we propose two schemes that adaptively utilize networks. We first pose an adaptive network evaluation scheme, where we learn a system to adaptively choose the components of a deep network to be evaluated for each example. By allowing examples correctly classified using early layers of the system to exit, we avoid the computational time associated with full evaluation of the network. We extend this to learn a network selection system that adaptively selects the network to be evaluated for each example. We show that computational time can be dramatically reduced by exploiting the fact that many examples can be correctly classified using relatively efficient networks and that complex, computationally costly networks are only necessary for a small fraction of examples. We pose a global objective for learning an adaptive early exit or network selection policy and solve it by reducing the policy learning problem to a layer-by-layer weighted binary classification problem. Empirically, these approaches yield dramatic reductions in computational cost, with up to a 2.8x speedup on state-of-the-art networks from the ImageNet image recognition challenge with minimal (<1%<1%<1\%) loss of top5 accuracy.",http://proceedings.mlr.press/v70/bolukbasi17a.html,http://proceedings.mlr.press/v70/bolukbasi17a/bolukbasi17a.pdf,ICML
1575,2017,Tensor-Train Recurrent Neural Networks for Video Classification,"Yinchong Yang,         Denis Krompass,         Volker Tresp","The Recurrent Neural Networks and their variants have shown promising performances in sequence modeling tasks such as Natural Language Processing. These models, however, turn out to be impractical and difficult to train when exposed to very high-dimensional inputs due to the large input-to-hidden weight matrix. This may have prevented RNNs’ large-scale application in tasks that involve very high input dimensions such as video modeling; current approaches reduce the input dimensions using various feature extractors. To address this challenge, we propose a new, more general and efficient approach by factorizing the input-to-hidden weight matrix using Tensor-Train decomposition which is trained simultaneously with the weights themselves. We test our model on classification tasks using multiple real-world video datasets and achieve competitive performances with state-of-the-art models, even though our model architecture is orders of magnitude less complex. We believe that the proposed approach provides a novel and fundamental building block for modeling high-dimensional sequential data with RNN architectures and opens up many possibilities to transfer the expressive and advanced architectures from other domains such as NLP to modeling high-dimensional sequential data.",http://proceedings.mlr.press/v70/yang17e.html,http://proceedings.mlr.press/v70/yang17e/yang17e.pdf,ICML
1576,2017,Minimax Regret Bounds for Reinforcement Learning,"Mohammad Gheshlaghi Azar,         Ian Osband,         Rémi Munos","We consider the problem of provably optimal exploration in reinforcement learning for finite horizon MDPs. We show that an optimistic modification to value iteration achieves a regret bound of O~(HSAT−−−−−−√+H2S2A+HT−−√)O~(HSAT+H2S2A+HT)\tilde {O}( \sqrt{HSAT} + H^2S^2A+H\sqrt{T}) where HHH is the time horizon, SSS the number of states, AAA the number of actions and TTT the number of time-steps. This result improves over the best previous known bound O~(HSAT−−−√)O~(HSAT)\tilde {O}(HS \sqrt{AT}) achieved by the UCRL2 algorithm. The key significance of our new results is that when T≥H3S3AT≥H3S3AT\geq H^3S^3A and SA≥HSA≥HSA\geq H, it leads to a regret of O~(HSAT−−−−−−√)O~(HSAT)\tilde{O}(\sqrt{HSAT}) that matches the established lower bound of Ω(HSAT−−−−−−√)Ω(HSAT)\Omega(\sqrt{HSAT}) up to a logarithmic factor. Our analysis contain two key insights. We use careful application of concentration inequalities to the optimal value function as a whole, rather than to the transitions probabilities (to improve scaling in SSS), and we define Bernstein-based “exploration bonuses” that use the empirical variance of the estimated values at the next states (to improve scaling in HHH).",http://proceedings.mlr.press/v70/azar17a.html,http://proceedings.mlr.press/v70/azar17a/azar17a.pdf,ICML
1577,2017,"iSurvive: An Interpretable, Event-time Prediction Model for mHealth","Walter H. Dempsey,         Alexander Moreno,         Christy K. Scott,         Michael L. Dennis,         David H. Gustafson,         Susan A. Murphy,         James M. Rehg","An important mobile health (mHealth) task is the use of multimodal data, such as sensor streams and self-report, to construct interpretable time-to-event predictions of, for example, lapse to alcohol or illicit drug use. Interpretability of the prediction model is important for acceptance and adoption by domain scientists, enabling model outputs and parameters to inform theory and guide intervention design. Temporal latent state models are therefore attractive, and so we adopt the continuous time hidden Markov model (CT-HMM) due to its ability to describe irregular arrival times of event data. Standard CT-HMMs, however, are not specialized for predicting the time to a future event, the key variable for mHealth interventions. Also, standard emission models lack a sufficiently rich structure to describe multimodal data and incorporate domain knowledge. We present iSurvive, an extension of classical survival analysis to a CT-HMM. We present a parameter learning method for GLM emissions and survival model fitting, and present promising results on both synthetic data and an mHealth drug use dataset.",http://proceedings.mlr.press/v70/dempsey17a.html,http://proceedings.mlr.press/v70/dempsey17a/dempsey17a.pdf,ICML
1578,2017,Guarantees for Greedy Maximization of Non-submodular Functions with Applications,"Andrew An Bian,         Joachim M. Buhmann,         Andreas Krause,         Sebastian Tschiatschek","We investigate the performance of the standard Greedy algorithm for cardinality constrained maximization of non-submodular nondecreasing set functions. While there are strong theoretical guarantees on the performance of Greedy for maximizing submodular functions, there are few guarantees for non-submodular ones. However, Greedy enjoys strong empirical performance for many important non-submodular functions, e.g., the Bayesian A-optimality objective in experimental design. We prove theoretical guarantees supporting the empirical performance. Our guarantees are characterized by a combination of the (generalized) curvature αα\alpha and the submodularity ratio γγ\gamma. In particular, we prove that Greedy enjoys a tight approximation guarantee of 1α(1−e−γα)1α(1−e−γα)\frac{1}{\alpha}(1- e^{-\gamma\alpha}) for cardinality constrained maximization. In addition, we bound the submodularity ratio and curvature for several important real-world objectives, including the Bayesian A-optimality objective, the determinantal function of a square submatrix and certain linear programs with combinatorial constraints. We experimentally validate our theoretical findings for both synthetic and real-world applications.",http://proceedings.mlr.press/v70/bian17a.html,http://proceedings.mlr.press/v70/bian17a/bian17a.pdf,ICML
1579,2017,Forward and Reverse Gradient-Based Hyperparameter Optimization,"Luca Franceschi,         Michele Donini,         Paolo Frasconi,         Massimiliano Pontil","We study two procedures (reverse-mode and forward-mode) for computing the gradient of the validation error with respect to the hyperparameters of any iterative learning algorithm such as stochastic gradient descent. These procedures mirror two ways of computing gradients for recurrent neural networks and have different trade-offs in terms of running time and space requirements. Our formulation of the reverse-mode procedure is linked to previous work by Maclaurin et al (2015) but does not require reversible dynamics. Additionally, we explore the use of constraints on the hyperparameters. The forward-mode procedure is suitable for real-time hyperparameter updates, which may significantly speedup hyperparameter optimization on large datasets. We present a series of experiments on image and phone classification tasks. In the second task, previous gradient-based approaches are prohibitive. We show that our real-time algorithm yields state-of-the-art results in affordable time.",http://proceedings.mlr.press/v70/franceschi17a.html,http://proceedings.mlr.press/v70/franceschi17a/franceschi17a.pdf,ICML
1580,2017,Identify the Nash Equilibrium in Static Games with Random Payoffs,"Yichi Zhou,         Jialian Li,         Jun Zhu",We study the problem on how to learn the pure Nash Equilibrium of a two-player zero-sum static game with random payoffs under unknown distributions via efficient payoff queries. We introduce a multi-armed bandit model to this problem due to its ability to find the best arm efficiently among random arms and propose two algorithms for this problem—LUCB-G based on the confidence bounds and a racing algorithm based on successive action elimination. We provide an analysis on the sample complexity lower bound when the Nash Equilibrium exists.,http://proceedings.mlr.press/v70/zhou17b.html,http://proceedings.mlr.press/v70/zhou17b/zhou17b.pdf,ICML
1581,2017,Exact Inference for Integer Latent-Variable Models,"Kevin Winner,         Debora Sujono,         Dan Sheldon","Graphical models with latent count variables arise in a number of areas. However, standard inference algorithms do not apply to these models due to the infinite support of the latent variables. Winner and Sheldon (2016) recently developed a new technique using probability generating functions (PGFs) to perform efficient, exact inference for certain Poisson latent variable models. However, the method relies on symbolic manipulation of PGFs, and it is unclear whether this can be extended to more general models. In this paper we introduce a new approach for inference with PGFs: instead of manipulating PGFs symbolically, we adapt techniques from the autodiff literature to compute the higher-order derivatives necessary for inference. This substantially generalizes the class of models for which efficient, exact inference algorithms are available. Specifically, our results apply to a class of models that includes branching processes, which are widely used in applied mathematics and population ecology, and autoregressive models for integer data. Experiments show that our techniques are more scalable than existing approximate methods and enable new applications.",http://proceedings.mlr.press/v70/winner17a.html,http://proceedings.mlr.press/v70/winner17a/winner17a.pdf,ICML
1582,2017,Adversarial Variational Bayes: Unifying Variational Autoencoders and Generative Adversarial Networks,"Lars Mescheder,         Sebastian Nowozin,         Andreas Geiger","Variational Autoencoders (VAEs) are expressive latent variable models that can be used to learn complex probability distributions from training data. However, the quality of the resulting model crucially relies on the expressiveness of the inference model. We introduce Adversarial Variational Bayes (AVB), a technique for training Variational Autoencoders with arbitrarily expressive inference models. We achieve this by introducing an auxiliary discriminative network that allows to rephrase the maximum-likelihood-problem as a two-player game, hence establishing a principled connection between VAEs and Generative Adversarial Networks (GANs). We show that in the nonparametric limit our method yields an exact maximum-likelihood assignment for the parameters of the generative model, as well as the exact posterior distribution over the latent variables given an observation. Contrary to competing approaches which combine VAEs with GANs, our approach has a clear theoretical justification, retains most advantages of standard Variational Autoencoders and is easy to implement.",http://proceedings.mlr.press/v70/mescheder17a.html,http://proceedings.mlr.press/v70/mescheder17a/mescheder17a.pdf,ICML
1583,2017,Multichannel End-to-end Speech Recognition,"Tsubasa Ochiai,         Shinji Watanabe,         Takaaki Hori,         John R. Hershey","The field of speech recognition is in the midst of a paradigm shift: end-to-end neural networks are challenging the dominance of hidden Markov models as a core technology. Using an attention mechanism in a recurrent encoder-decoder architecture solves the dynamic time alignment problem, allowing joint end-to-end training of the acoustic and language modeling components. In this paper we extend the end-to-end framework to encompass microphone array signal processing for noise suppression and speech enhancement within the acoustic encoding network. This allows the beamforming components to be optimized jointly within the recognition architecture to improve the end-to-end speech recognition objective. Experiments on the noisy speech benchmarks (CHiME-4 and AMI) show that our multichannel end-to-end system outperformed the attention-based baseline with input from a conventional adaptive beamformer.",http://proceedings.mlr.press/v70/ochiai17a.html,http://proceedings.mlr.press/v70/ochiai17a/ochiai17a.pdf,ICML
1584,2017,Developing Bug-Free Machine Learning Systems With Formal Mathematics,"Daniel Selsam,         Percy Liang,         David L. Dill","Noisy data, non-convex objectives, model misspecification, and numerical instability can all cause undesired behaviors in machine learning systems. As a result, detecting actual implementation errors can be extremely difficult. We demonstrate a methodology in which developers use an interactive proof assistant to both implement their system and to state a formal theorem defining what it means for their system to be correct. The process of proving this theorem interactively in the proof assistant exposes all implementation errors since any error in the program would cause the proof to fail. As a case study, we implement a new system, Certigrad, for optimizing over stochastic computation graphs, and we generate a formal (i.e. machine-checkable) proof that the gradients sampled by the system are unbiased estimates of the true mathematical gradients. We train a variational autoencoder using Certigrad and find the performance comparable to training the same model in TensorFlow.",http://proceedings.mlr.press/v70/selsam17a.html,http://proceedings.mlr.press/v70/selsam17a/selsam17a.pdf,ICML
1585,2017,On the Expressive Power of Deep Neural Networks,"Maithra Raghu,         Ben Poole,         Jon Kleinberg,         Surya Ganguli,         Jascha Sohl-Dickstein","We propose a new approach to the problem of neural network expressivity, which seeks to characterize how structural properties of a neural network family affect the functions it is able to compute. Our approach is based on an interrelated set of measures of expressivity, unified by the novel notion of trajectory length, which measures how the output of a network changes as the input sweeps along a one-dimensional path. Our findings show that: (1) The complexity of the computed function grows exponentially with depth (2) All weights are not equal: trained networks are more sensitive to their lower (initial) layer weights (3) Trajectory regularization is a simpler alternative to batch normalization, with the same performance.",http://proceedings.mlr.press/v70/raghu17a.html,http://proceedings.mlr.press/v70/raghu17a/raghu17a.pdf,ICML
1586,2017,On Kernelized Multi-armed Bandits,"Sayak Ray Chowdhury,         Aditya Gopalan","We consider the stochastic bandit problem with a continuous set of arms, with the expected reward function over the arms assumed to be fixed but unknown. We provide two new Gaussian process-based algorithms for continuous bandit optimization – Improved GP-UCB (IGP-UCB) and GP-Thomson sampling (GP-TS), and derive corresponding regret bounds. Specifically, the bounds hold when the expected reward function belongs to the reproducing kernel Hilbert space (RKHS) that naturally corresponds to a Gaussian process kernel used as input by the algorithms. Along the way, we derive a new self-normalized concentration inequality for vector-valued martingales of arbitrary, possibly infinite, dimension. Finally, experimental evaluation and comparisons to existing algorithms on synthetic and real-world environments are carried out that highlight the favourable gains of the proposed strategies in many cases.",http://proceedings.mlr.press/v70/chowdhury17a.html,http://proceedings.mlr.press/v70/chowdhury17a/chowdhury17a.pdf,ICML
1587,2017,Learning to Discover Cross-Domain Relations with Generative Adversarial Networks,"Taeksoo Kim,         Moonsu Cha,         Hyunsoo Kim,         Jung Kwon Lee,         Jiwon Kim","While humans easily recognize relations between data from different domains without any supervision, learning to automatically discover them is in general very challenging and needs many ground-truth pairs that illustrate the relations. To avoid costly pairing, we address the task of discovering cross-domain relations given unpaired data. We propose a method based on a generative adversarial network that learns to discover relations between different domains (DiscoGAN). Using the discovered relations, our proposed network successfully transfers style from one domain to another while preserving key attributes such as orientation and face identity.",http://proceedings.mlr.press/v70/kim17a.html,http://proceedings.mlr.press/v70/kim17a/kim17a.pdf,ICML
1588,2017,Bottleneck Conditional Density Estimation,"Rui Shu,         Hung H. Bui,         Mohammad Ghavamzadeh","We introduce a new framework for training deep generative models for high-dimensional conditional density estimation. The Bottleneck Conditional Density Estimator (BCDE) is a variant of the conditional variational autoencoder (CVAE) that employs layer(s) of stochastic variables as the bottleneck between the input x and target y, where both are high-dimensional. Crucially, we propose a new hybrid training method that blends the conditional generative model with a joint generative model. Hybrid blending is the key to effective training of the BCDE, which avoids overfitting and provides a novel mechanism for leveraging unlabeled data. We show that our hybrid training procedure enables models to achieve competitive results in the MNIST quadrant prediction task in the fully-supervised setting, and sets new benchmarks in the semi-supervised regime for MNIST, SVHN, and CelebA.",http://proceedings.mlr.press/v70/shu17a.html,http://proceedings.mlr.press/v70/shu17a/shu17a.pdf,ICML
1589,2017,Convergence Analysis of Proximal Gradient with Momentum for Nonconvex Optimization,"Qunwei Li,         Yi Zhou,         Yingbin Liang,         Pramod K. Varshney","In this work, we investigate the accelerated proximal gradient method for nonconvex programming (APGnc). The method compares between a usual proximal gradient step and a linear extrapolation step, and accepts the one that has a lower function value to achieve a monotonic decrease. In specific, under a general nonsmooth and nonconvex setting, we provide a rigorous argument to show that the limit points of the sequence generated by APGnc are critical points of the objective function. Then, by exploiting the Kurdyka-Lojasiewicz (KL) property for a broad class of functions, we establish the linear and sub-linear convergence rates of the function value sequence generated by APGnc. We further propose a stochastic variance reduced APGnc (SVRG-APGnc), and establish its linear convergence under a special case of the KL property. We also extend the analysis to the inexact version of these methods and develop an adaptive momentum strategy that improves the numerical performance.",http://proceedings.mlr.press/v70/li17g.html,http://proceedings.mlr.press/v70/li17g/li17g.pdf,ICML
1590,2017,Efficient Nonmyopic Active Search,"Shali Jiang,         Gustavo Malkomes,         Geoff Converse,         Alyssa Shofner,         Benjamin Moseley,         Roman Garnett","Active search is an active learning setting with the goal of identifying as many members of a given class as possible under a labeling budget. In this work, we first establish a theoretical hardness of active search, proving that no polynomial-time policy can achieve a constant factor approximation ratio with respect to the expected utility of the optimal policy. We also propose a novel, computationally efficient active search policy achieving exceptional performance on several real-world tasks. Our policy is nonmyopic, always considering the entire remaining search budget. It also automatically and dynamically balances exploration and exploitation consistent with the remaining budget, without relying on a parameter to control this tradeoff. We conduct experiments on diverse datasets from several domains: drug discovery, materials science, and a citation network. Our efficient nonmyopic policy recovers significantly more valuable points with the same budget than several alternatives from the literature, including myopic approximations to the optimal policy.",http://proceedings.mlr.press/v70/jiang17d.html,http://proceedings.mlr.press/v70/jiang17d/jiang17d.pdf,ICML
1591,2017,Provably Optimal Algorithms for Generalized Linear Contextual Bandits,"Lihong Li,         Yu Lu,         Dengyong Zhou","Contextual bandits are widely used in Internet services from news recommendation to advertising, and to Web search. Generalized linear models (logistical regression in particular) have demonstrated stronger performance than linear models in many applications where rewards are binary. However, most theoretical analyses on contextual bandits so far are on linear bandits. In this work, we propose an upper confidence bound based algorithm for generalized linear contextual bandits, which achieves an ∼O(√dT)∼O(dT−−−√)\sim O(\sqrt{dT}) regret over T rounds with d dimensional feature vectors. This regret matches the minimax lower bound, up to logarithmic terms, and improves on the best previous result by a √dd−−√\sqrt{d} factor, assuming the number of arms is fixed. A key component in our analysis is to establish a new, sharp finite-sample confidence bound for maximum likelihood estimates in generalized linear models, which may be of independent interest. We also analyze a simpler upper confidence bound algorithm, which is useful in practice, and prove it to have optimal regret for certain cases.",http://proceedings.mlr.press/v70/li17c.html,http://proceedings.mlr.press/v70/li17c/li17c.pdf,ICML
1592,2017,Depth-Width Tradeoffs in Approximating Natural Functions with Neural Networks,"Itay Safran,         Ohad Shamir","We provide several new depth-based separation results for feed-forward neural networks, proving that various types of simple and natural functions can be better approximated using deeper networks than shallower ones, even if the shallower networks are much larger. This includes indicators of balls and ellipses; non-linear functions which are radial with respect to the L1L1L_1 norm; and smooth non-linear functions. We also show that these gaps can be observed experimentally: Increasing the depth indeed allows better learning than increasing width, when training neural networks to learn an indicator of a unit ball.",http://proceedings.mlr.press/v70/safran17a.html,http://proceedings.mlr.press/v70/safran17a/safran17a.pdf,ICML
1593,2017,Soft-DTW: a Differentiable Loss Function for Time-Series,"Marco Cuturi,         Mathieu Blondel","We propose in this paper a differentiable learning loss between time series, building upon the celebrated dynamic time warping (DTW) discrepancy. Unlike the Euclidean distance, DTW can compare time series of variable size and is robust to shifts or dilatations across the time dimension. To compute DTW, one typically solves a minimal-cost alignment problem between two time series using dynamic programming. Our work takes advantage of a smoothed formulation of DTW, called soft-DTW, that computes the soft-minimum of all alignment costs. We show in this paper that soft-DTW is a differentiable loss function, and that both its value and gradient can be computed with quadratic time/space complexity (DTW has quadratic time but linear space complexity). We show that this regularization is particularly well suited to average and cluster time series under the DTW geometry, a task for which our proposal significantly outperforms existing baselines (Petitjean et al., 2011). Next, we propose to tune the parameters of a machine that outputs time series by minimizing its fit with ground-truth labels in a soft-DTW sense. Source code is available at https://github.com/mblondel/soft-dtw",http://proceedings.mlr.press/v70/cuturi17a.html,http://proceedings.mlr.press/v70/cuturi17a/cuturi17a.pdf,ICML
1594,2017,Co-clustering through Optimal Transport,"Charlotte Laclau,         Ievgen Redko,         Basarab Matei,         Younès Bennani,         Vincent Brault","In this paper, we present a novel method for co-clustering, an unsupervised learning approach that aims at discovering homogeneous groups of data instances and features by grouping them simultaneously. The proposed method uses the entropy regularized optimal transport between empirical measures defined on data instances and features in order to obtain an estimated joint probability density function represented by the optimal coupling matrix. This matrix is further factorized to obtain the induced row and columns partitions using multiscale representations approach. To justify our method theoretically, we show how the solution of the regularized optimal transport can be seen from the variational inference perspective thus motivating its use for co-clustering. The algorithm derived for the proposed method and its kernelized version based on the notion of Gromov-Wasserstein distance are fast, accurate and can determine automatically the number of both row and column clusters. These features are vividly demonstrated through extensive experimental evaluations.",http://proceedings.mlr.press/v70/laclau17a.html,http://proceedings.mlr.press/v70/laclau17a/laclau17a.pdf,ICML
1595,2017,Density Level Set Estimation on Manifolds with DBSCAN,Heinrich Jiang,"We show that DBSCAN can estimate the connected components of the λ\lambda-density level set {x:f(x)≥λ}\{ x : f(x) \ge \lambda\} given nn i.i.d. samples from an unknown density ff. We characterize the regularity of the level set boundaries using parameter β>0\beta > 0 and analyze the estimation error under the Hausdorff metric. When the data lies in RD\mathbb{R}^D we obtain a rate of ˜O(n−1/(2β+D))\widetilde{O}(n^{-1/(2\beta + D)}), which matches known lower bounds up to logarithmic factors. When the data lies on an embedded unknown dd-dimensional manifold in RD\mathbb{R}^D, then we obtain a rate of ˜O(n−1/(2β+d⋅max{1,β}))\widetilde{O}(n^{-1/(2\beta + d\cdot \max\{1, \beta \})}). Finally, we provide adaptive parameter tuning in order to attain these rates with no a priori knowledge of the intrinsic dimension, density, or β\beta.",http://proceedings.mlr.press/v70/jiang17a.html,http://proceedings.mlr.press/v70/jiang17a/jiang17a.pdf,ICML
1596,2017,Improving Viterbi is Hard: Better Runtimes Imply Faster Clique Algorithms,"Arturs Backurs,         Christos Tzamos","The classic algorithm of Viterbi computes the most likely path in a Hidden Markov Model (HMM) that results in a given sequence of observations. It runs in time O(Tn2)O(Tn2)O(Tn^2) given a sequence of T observations from a HMM with n states. Despite significant interest in the problem and prolonged effort by different communities, no known algorithm achieves more than a polylogarithmic speedup. In this paper, we explain this difficulty by providing matching conditional lower bounds. Our lower bounds are based on assumptions that the best known algorithms for the All-Pairs Shortest Paths problem (APSP) and for the Max-Weight k-Clique problem in edge-weighted graphs are essentially tight. Finally, using a recent algorithm by Green Larsen and Williams for online Boolean matrix-vector multiplication, we get a 2Ω(√logn)2Ω(logn√)2^{\Omega(\sqrt{\log n})} speedup for the Viterbi algorithm when there are few distinct transition probabilities in the HMM.",http://proceedings.mlr.press/v70/backurs17a.html,http://proceedings.mlr.press/v70/backurs17a/backurs17a.pdf,ICML
1597,2017,World of Bits: An Open-Domain Platform for Web-Based Agents,"Tianlin Shi,         Andrej Karpathy,         Linxi Fan,         Jonathan Hernandez,         Percy Liang","While simulated game environments have greatly accelerated research in reinforcement learning, existing environments lack the open-domain realism of tasks in computer vision or natural language processing, which operate on artifacts created by humans in natural, organic settings. To foster reinforcement learning research in such settings, we introduce the World of Bits (WoB), a platform in which agents complete tasks on the Internet by performing low-level keyboard and mouse actions. The two main challenges are: (i) to curate a large, diverse set of interesting web-based tasks, and (ii) to ensure that these tasks have a well-defined reward structure and are reproducible despite the transience of the web. To do this, we develop a methodology in which crowdworkers create tasks defined by natural language questions and provide demonstrations of how to answer the question on real websites using keyboard and mouse; HTTP traffic is cached to create a reproducible offline approximation of the web site. Finally, we show that agents trained via behavioral cloning and reinforcement learning can successfully complete a range of our web-based tasks.",http://proceedings.mlr.press/v70/shi17a.html,http://proceedings.mlr.press/v70/shi17a/shi17a.pdf,ICML
1598,2017,Input Switched Affine Networks: An RNN Architecture Designed for Interpretability,"Jakob N. Foerster,         Justin Gilmer,         Jascha Sohl-Dickstein,         Jan Chorowski,         David Sussillo","There exist many problem domains where the interpretability of neural network models is essential for deployment. Here we introduce a recurrent architecture composed of input-switched affine transformations – in other words an RNN without any explicit nonlinearities, but with input-dependent recurrent weights. This simple form allows the RNN to be analyzed via straightforward linear methods: we can exactly characterize the linear contribution of each input to the model predictions; we can use a change-of-basis to disentangle input, output, and computational hidden unit subspaces; we can fully reverse-engineer the architecture’s solution to a simple task. Despite this ease of interpretation, the input switched affine network achieves reasonable performance on a text modeling tasks, and allows greater computational efficiency than networks with standard nonlinearities.",http://proceedings.mlr.press/v70/foerster17a.html,http://proceedings.mlr.press/v70/foerster17a/foerster17a.pdf,ICML
1599,2017,Batched High-dimensional Bayesian Optimization via Structural Kernel Learning,"Zi Wang,         Chengtao Li,         Stefanie Jegelka,         Pushmeet Kohli","Optimization of high-dimensional black-box functions is an extremely challenging problem. While Bayesian optimization has emerged as a popular approach for optimizing black-box functions, its applicability has been limited to low-dimensional problems due to its computational and statistical challenges arising from high-dimensional settings. In this paper, we propose to tackle these challenges by (1) assuming a latent additive structure in the function and inferring it properly for more efficient and effective BO, and (2) performing multiple evaluations in parallel to reduce the number of iterations required by the method. Our novel approach learns the latent structure with Gibbs sampling and constructs batched queries using determinantal point processes. Experimental validations on both synthetic and real-world functions demonstrate that the proposed method outperforms the existing state-of-the-art approaches.",http://proceedings.mlr.press/v70/wang17h.html,http://proceedings.mlr.press/v70/wang17h/wang17h.pdf,ICML
1600,2017,Breaking Locality Accelerates Block Gauss-Seidel,"Stephen Tu,         Shivaram Venkataraman,         Ashia C. Wilson,         Alex Gittens,         Michael I. Jordan,         Benjamin Recht","Recent work by Nesterov and Stich (2016) showed that momentum can be used to accelerate the rate of convergence for block Gauss-Seidel in the setting where a fixed partitioning of the coordinates is chosen ahead of time. We show that this setting is too restrictive, constructing instances where breaking locality by running non-accelerated Gauss-Seidel with randomly sampled coordinates substantially outperforms accelerated Gauss-Seidel with any fixed partitioning. Motivated by this finding, we analyze the accelerated block Gauss-Seidel algorithm in the random coordinate sampling setting. Our analysis captures the benefit of acceleration with a new data-dependent parameter which is well behaved when the matrix sub-blocks are well-conditioned. Empirically, we show that accelerated Gauss-Seidel with random coordinate sampling provides speedups for large scale machine learning tasks when compared to non-accelerated Gauss-Seidel and the classical conjugate-gradient algorithm.",http://proceedings.mlr.press/v70/tu17a.html,http://proceedings.mlr.press/v70/tu17a/tu17a.pdf,ICML
1601,2017,Bayesian Boolean Matrix Factorisation,"Tammo Rukat,         Chris C. Holmes,         Michalis K. Titsias,         Christopher Yau","Boolean matrix factorisation aims to decompose a binary data matrix into an approximate Boolean product of two low rank, binary matrices: one containing meaningful patterns, the other quantifying how the observations can be expressed as a combination of these patterns. We introduce the OrMachine, a probabilistic generative model for Boolean matrix factorisation and derive a Metropolised Gibbs sampler that facilitates efficient parallel posterior inference. On real world and simulated data, our method outperforms all currently existing approaches for Boolean matrix factorisation and completion. This is the first method to provide full posterior inference for Boolean Matrix factorisation which is relevant in applications, e.g. for controlling false positive rates in collaborative filtering and, crucially, improves the interpretability of the inferred patterns. The proposed algorithm scales to large datasets as we demonstrate by analysing single cell gene expression data in 1.3 million mouse brain cells across 11 thousand genes on commodity hardware.",http://proceedings.mlr.press/v70/rukat17a.html,http://proceedings.mlr.press/v70/rukat17a/rukat17a.pdf,ICML
